timestamp,x,y,z,q_x,q_y,q_z,q_w
0.064168,0.09624636,0.1233868999999999,-0.1618334,-0.4495878304103085,-0.213232214423116,-0.2062482139507152,0.8425345569893891
0.08053976162790698,0.09617095878671224,0.12363912525423154,-0.16207780511028103,-0.4498913305996987,-0.21380226851581838,-0.20610741641931954,0.8422624968058805
0.09691152325581395,0.09609555757342447,0.1238913505084632,-0.16232221022056206,-0.4501946009329849,-0.21437221337379422,-0.20596651358461057,0.8419900062980626
0.11328328488372093,0.09602065922224991,0.12416683171113621,-0.16257449178269504,-0.45047702360850256,-0.21491628104927177,-0.20582044978788777,0.8417359359026362
0.1296550465116279,0.0959522748373243,0.12474356540282888,-0.16292880318596833,-0.4504922414139237,-0.21512649890304758,-0.20560883648791448,0.8417258082378503
0.1460268081395349,0.09588389045239869,0.12532029909452155,-0.16328311458924166,-0.4505074189877361,-0.2153366975447608,-0.20539720482586193,0.8417156054019954
0.16239856976744185,0.09582885212909129,0.12582898618524618,-0.1636040006113796,-0.45050890881075123,-0.2155546064482424,-0.20522089036293778,0.8417020380631931
0.1787703313953488,0.0958337507985723,0.12603207685747866,-0.16377477367245283,-0.45044907311031057,-0.21580721180460213,-0.20520325156435254,0.8416736335507977
0.1951420930232558,0.09583864946805332,0.12623516752971115,-0.16394554673352604,-0.45038920655063086,-0.21605980237650182,-0.2051855987077604,0.8416451713772605
0.2115138546511628,0.0958681354481481,0.12649056714683185,-0.164142143886814,-0.45027029835115023,-0.2161755276594926,-0.20513994235193073,0.8416902064986577
0.22788561627906975,0.09597440715285768,0.12690932664906454,-0.16441938921120042,-0.44996700991441557,-0.21586382785273217,-0.2050068341858488,0.8419647829633626
0.2442573779069767,0.09608067885756727,0.12732808615129726,-0.1646966345355868,-0.4496635944741935,-0.21555206711826297,-0.2048736681564518,0.8422391217829485
0.2606291395348837,0.09615873800382868,0.12787889648727294,-0.16513303180543348,-0.4492130396072464,-0.21558011279193354,-0.20488583978196864,0.8424693778840114
0.2770009011627907,0.09617187071162603,0.128733599515111,-0.1659356903986672,-0.44842370192826103,-0.21639008534922732,-0.2052324053661269,0.8425978722374879
0.2933726627906976,0.09618500341942339,0.1295883025429491,-0.16673834899190096,-0.44763372940327695,-0.21719975155701443,-0.20557868039701874,0.8427251737015488
0.3097444244186046,0.09628686630018923,0.1305282896444434,-0.16750042307389082,-0.44712757780884327,-0.21808759267230277,-0.20578276542886337,0.8427147705704736
0.3261161860465116,0.09650897333519859,0.13158385086198143,-0.16820749838751764,-0.447006395843036,-0.21908153996589763,-0.2057943173125004,0.842518403290677
0.3424879476744186,0.09673108037020794,0.13263941207951943,-0.1689145737011445,-0.4468847484050675,-0.22007525912772788,-0.2058056549004886,0.8423211586881716
0.3588597093023256,0.09693987204053504,0.133459058694546,-0.16945516570666247,-0.4467748822000679,-0.220631040169206,-0.20593350057214788,0.8422027915478973
0.3752314709302325,0.09713452611532802,0.13402822285486785,-0.16981899397123976,-0.4466778717353103,-0.22072201088745463,-0.2061852085503718,0.8421688266534518
