timestamp,x,y,z,q_x,q_y,q_z,q_w
0.064168,0.09624636,0.1233868999999999,-0.1618334,-0.4495878304103085,-0.213232214423116,-0.2062482139507152,0.8425345569893891
0.11211,0.09602556,0.1241255,-0.1625491,-0.4504759314771937,-0.214901215016312,-0.2058356143828495,0.8417366588167003
0.159417,0.0958279599999999,0.1257919999999999,-0.1635729,-0.4505198025637618,-0.2155086012263894,-0.2052241011678636,0.8417072047898821
0.207543,0.09584236,0.1263889999999999,-0.1640749,-0.4503438396629681,-0.2162511190458056,-0.2051722180700576,0.8416235741240049
0.25567,0.09615476,0.1276199999999999,-0.1648899,-0.4494520109556693,-0.2153347052489159,-0.2047808049916581,0.842430220534755
0.302793,0.09619256,0.1300800999999999,-0.1672002,-0.4471788906734784,-0.2176654954602912,-0.2057777957082252,0.8427978824223084
0.350919,0.09684546,0.133183,-0.1692787,-0.4468219214497271,-0.2205869105892947,-0.2058114098799954,0.8422192404308113
0.399045,0.0974176599999999,0.1348560999999999,-0.1703482,-0.4465366997232455,-0.2208542998631188,-0.2065512998719836,0.8421192994780713
0.447171,0.0989070599999999,0.1387016999999999,-0.1719732,-0.4476478489611804,-0.2197109749495304,-0.2072343763720568,0.8416605040376075
0.495296,0.09981126,0.1434171999999999,-0.1740514,-0.4490421003927076,-0.2206463001929651,-0.2091741001829322,0.8401920007347857
0.543423,0.10047896,0.1456103999999999,-0.1753506,-0.4489717886172543,-0.2220829943695477,-0.2093851946914739,0.8397983787086593
0.591549,0.10166146,0.1497038,-0.1787271,-0.4435723551119991,-0.2232222774106712,-0.2120960785366044,0.8416832148245457
0.639675,0.1028325599999999,0.1558179999999999,-0.1812923,-0.4441434427569941,-0.2255158217100551,-0.2139065205924459,0.8403113808954613
0.687801,0.10487256,0.1625346999999999,-0.1825432,-0.4484457853617118,-0.2252183926483605,-0.2158202929551358,0.837612472658428
0.735928,0.1061462599999999,0.1652648,-0.1834566,-0.4469782027331599,-0.2231746013646569,-0.2175967013305494,0.8384839051271195
0.783596,0.10868156,0.1715647999999999,-0.1850921,-0.4463282025059096,-0.2202850012367901,-0.2198650012344321,0.839002404710579
0.831722,0.11078046,0.1778330999999999,-0.1874149,-0.4457005021187131,-0.2189668010408959,-0.2236784010632933,0.8386731039867752
0.879879,0.11268966,0.1846905999999999,-0.1892598,-0.4480248156615366,-0.2198439076850507,-0.2256353078874998,0.8366786292476499
0.927506,0.11359536,0.187831,-0.1903264,-0.448329427629129,-0.2190551134996759,-0.2271355139976455,0.8363163515395399
0.975632,0.11545826,0.1937874999999999,-0.1929699,-0.4465411508808865,-0.2192567249830872,-0.2297350261770315,0.8365101953156954
1.023758,0.11755566,0.1998296,-0.1960919,-0.4443029448531398,-0.2186615220742535,-0.2325355234748575,0.8370837845050354
1.054839,0.11869006,0.2030576999999999,-0.1975281,-0.4444345706158404,-0.2189527855237553,-0.2335764845568973,0.8366478446843353
1.102966,0.12105386,0.2098271,-0.2004604,-0.4454568705098585,-0.2179491855713252,-0.2368266843215968,0.8354516446914195
1.151091,0.12233526,0.213382,-0.2016728,-0.4472848123896731,-0.2176366060284774,-0.2377704065861785,0.8342876231095505
1.199217,0.12472226,0.2199112,-0.2046563,-0.4484809893103683,-0.2153322948675128,-0.2411626942518401,0.8332690801388691
1.247343,0.12709946,0.2260148999999999,-0.2078132,-0.4492779882574618,-0.2141761944021915,-0.2406594937100116,0.8332831782209236
1.295469,0.12767326,0.2292507999999999,-0.2096031,-0.450112395444237,-0.2158220978155804,-0.2417093975535649,0.8321034915779562
1.343595,0.12921906,0.2342076999999999,-0.2137724,-0.4470953905541755,-0.217541695403977,-0.2425256948761379,0.8330441824002007
1.391721,0.13081556,0.2398254999999999,-0.2173906,-0.4476242574512029,-0.2203679282835488,-0.2413772309800285,0.8323506068296519
1.439709,0.13140356,0.2423818999999999,-0.2189789,-0.4479179875671293,-0.2215223938511974,-0.2416201932933423,0.8318154769112773
1.487835,0.13285746,0.2475097,-0.2219388,-0.4472376315659124,-0.2218457156578112,-0.2410270170116224,0.8322673587412076
1.535961,0.13361046,0.2525911999999999,-0.2245875,-0.4461759025763313,-0.2223540012839276,-0.2407538013901726,0.8327805048086829
1.584087,0.13392806,0.2569438999999999,-0.2277138,-0.4429419005171568,-0.2239679002614937,-0.2412252002816424,0.8339372009736634
1.632213,0.13530606,0.2609267,-0.2303984,-0.4401512339461061,-0.2248153173385964,-0.2374849183157233,0.8362570644952665
1.696381,0.13570276,0.2628618999999999,-0.2317727,-0.4390853255037581,-0.2236628129911931,-0.2366371137447902,0.8373660486374286
1.74454,0.13602796,0.2678767,-0.2345879,-0.4405737241497013,-0.2247895123216598,-0.2357192129207627,0.8365410458543378
1.792166,0.13660606,0.2730556,-0.2368323,-0.4446819072143037,-0.2242406036379708,-0.2332740037845243,0.8351990135498638
1.840348,0.13674266,0.2772520999999999,-0.2403661,-0.4417018922651771,-0.2221484961098666,-0.2356589958732787,0.8366685853487535
1.886901,0.13818526,0.2817576,-0.2424537,-0.4439473869646949,-0.2192810935614083,-0.2304812932325449,0.8376782754038604
1.934055,0.13850176,0.286066,-0.2474094,-0.4399258028914958,-0.2248869014781119,-0.2322764015266808,0.8378179055067173
1.98218,0.13974316,0.2883275,-0.2486884,-0.4409125921571152,-0.2243417960094429,-0.2292319959224568,0.8382836850887398
2.030306,0.14118506,0.2936593,-0.2516696,-0.4424535205999151,-0.2235946104102008,-0.2300983107130025,0.837433638989546
2.078432,0.14371146,0.2985045999999999,-0.2536812,-0.4455866261693345,-0.2208147129684639,-0.2287086134320732,0.8368905491506419
2.126558,0.14469396,0.3010586,-0.2544549,-0.4475785076800019,-0.2178207037375865,-0.229585803939464,0.8363719143513101
2.174684,0.14705326,0.3046321999999999,-0.2561951,-0.4493956765734264,-0.2168494886958402,-0.2263062882028662,0.8365436563917666
2.22281,0.14776136,0.3069042,-0.2586047,-0.4461982128280582,-0.2188857062928952,-0.2280051065550751,0.8372633240710573
2.270936,0.14892226,0.3091626999999999,-0.2605998,-0.4457592235442941,-0.2209621116708677,-0.2258113119269947,0.8375462442378622
2.319062,0.14978606,0.3103322999999999,-0.2613027,-0.4469025991195482,-0.2216037995634139,-0.2251247995564771,0.8369519983511041
2.367188,0.15106006,0.3124484999999999,-0.2620945,-0.4485240918174405,-0.2185086960136803,-0.2241832959101569,0.8371510847276017
2.415314,0.15222826,0.3138106,-0.2633587,-0.4481334251459345,-0.2202991123615574,-0.2226391124928609,0.8373031469832621
2.46344,0.15284666,0.3142516,-0.2639971,-0.447473578981663,-0.2197667896773069,-0.2221535895651962,0.837924660641737
2.511567,0.15394926,0.3157378,-0.2647026,-0.449024782311311,-0.2206224913088925,-0.2202463913237085,0.8373732670128782
2.559693,0.15487416,0.3167931999999999,-0.2646778000000001,-0.4507645696910399,-0.2195663852365752,-0.2196182852330855,0.83688094372896
2.607819,0.15569216,0.3168870999999999,-0.2647527,-0.4491264766062622,-0.219761388553246,-0.219777688552397,0.8376682563682114
2.655944,0.15614866,0.3169585999999999,-0.2645886,-0.4487100530817877,-0.2195824259763017,-0.2197453259955726,0.8379467991279641
2.70407,0.15707066,0.3169692999999999,-0.2639489,-0.4485957164022522,-0.219076208010204,-0.2195834080287491,0.838182930646944
2.736154,0.15822116,0.3170736999999999,-0.2630946,-0.4496926261399541,-0.2190867127351801,-0.2197216127720859,0.837555948685864
2.783817,0.1595456599999999,0.3169175,-0.2625891,-0.4490366178480159,-0.2189793087038473,-0.2214850088034423,0.8374715332872749
2.831943,0.16098646,0.3169635999999999,-0.2616437,-0.4508527877839522,-0.2164663941347512,-0.2212460940052431,0.8372121773153806
2.880111,0.1615302599999999,0.317119,-0.2610736,-0.4521214864372802,-0.2155453935340791,-0.2216504933509385,0.8366584749019571
