timestamp,x,y,z,q_x,q_y,q_z,q_w
0.064168,0.24318056,0.1684552999999999,-0.1611915,-0.4145891557785903,-0.1819943244854134,-0.2067512278161931,0.8673222166890401
0.112294,0.24175246,0.1700955999999999,-0.1617306,-0.4161550068288935,-0.1828595030006321,-0.2052470033679997,0.8667474142228874
0.16042,0.2383656599999999,0.1737344999999999,-0.1643164,-0.4159411010252303,-0.1821994004490933,-0.2014357004965077,0.8678825021391958
0.208546,0.23627376,0.1757328999999999,-0.165653,-0.4148636883593441,-0.1823946948821891,-0.1994765944028883,0.8688091756220924
0.256672,0.23508996,0.1765726999999999,-0.1668279,-0.4125530207960289,-0.1824684091978924,-0.1989511100287546,0.8700136438557663
0.304798,0.23273926,0.179693,-0.1683168,-0.4137727043415949,-0.1831080019212982,-0.1947851020438226,0.8702427091312002
0.352924,0.22942626,0.1832788,-0.1706401,-0.4134839978435383,-0.1849266990355434,-0.1931427989926936,0.8703613954607651
0.401085,0.2264685599999999,0.1867309999999999,-0.173225,-0.411756525827573,-0.1859233116621051,-0.1880246117939099,0.8720870547019673
0.448714,0.22245246,0.1906785,-0.1761907,-0.410568669243988,-0.1890181858405036,-0.1852081861259135,0.8725843346340424
0.496839,0.22068206,0.1924507,-0.1773951,-0.4104809969354433,-0.1895237985850589,-0.1820606986407767,0.8731780934810532
0.545002,0.21634956,0.1960293,-0.180891,-0.40688642862261,-0.1919467135025784,-0.178540212559492,0.8750561615562217
0.592645,0.21233976,0.2004942999999999,-0.1836712,-0.4074412776155863,-0.1942110893302382,-0.1719129905552733,0.87562525189403
0.640777,0.21000116,0.2028108999999999,-0.1854338,-0.4070852325857778,-0.1963591157178743,-0.17050511364835,0.8755870700877444
0.688903,0.20572166,0.2075117999999999,-0.1895995,-0.4044966015230733,-0.1980052007455598,-0.1676987006314451,0.8769570033020544
0.737029,0.2015770599999999,0.2129484999999999,-0.194324,-0.4010596873778117,-0.2011034936708518,-0.1651567948021697,0.8783118723576858
0.785155,0.1996044599999999,0.2157452,-0.1964759,-0.3993122584544966,-0.2037209788043305,-0.1637264829654637,0.8787725085701842
0.817239,0.19674276,0.2219184,-0.201255,-0.3949688295440409,-0.2032128152005101,-0.1611410120534996,0.8813272659241105
0.865365,0.19418506,0.2287836999999999,-0.2065968,-0.3917399021252927,-0.2017619010946117,-0.1593888008647264,0.8834179047927762
0.913491,0.19335306,0.2321492999999999,-0.2091023,-0.3912939095762729,-0.201037904920071,-0.1563408038261832,0.8843248216423912
0.961617,0.19051886,0.2398902999999999,-0.2159796,-0.3886266574783337,-0.2033393300741229,-0.1566249231650079,0.8849243308813358
